alias_id,entity_id,iso_alpha3,alias,normalized_alias,alias_type,match_priority,safe_for_unstructured_text,ambiguity_note
ALIAS_01124,M49_798,TUV,TUV,tuv,iso_alpha3,1,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_01125,M49_798,TUV,TV,tv,iso_alpha2,2,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_01126,M49_798,TUV,798,798,m49_code,2,False,Numeric code; use only in structured fields.
ALIAS_01127,M49_158,TWN,"Taiwan, Province of China",taiwan province of china,canonical_name,1,True,
ALIAS_01128,M49_158,TWN,"Taiwan, Province of China",taiwan province of china,official_name,2,True,
ALIAS_01129,M49_158,TWN,Taiwan,taiwan,common_name,2,True,
ALIAS_01130,M49_158,TWN,TWN,twn,iso_alpha3,1,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_01131,M49_158,TWN,TW,tw,iso_alpha2,2,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_01132,M49_158,TWN,158,158,m49_code,2,False,Numeric code; use only in structured fields.
ALIAS_01133,M49_834,TZA,United Republic of Tanzania,united republic of tanzania,canonical_name,1,True,
ALIAS_01134,M49_834,TZA,"Tanzania, United Republic of",tanzania united republic of,iso_name,2,True,
ALIAS_01135,M49_834,TZA,United Republic of Tanzania,united republic of tanzania,official_name,2,True,
ALIAS_01136,M49_834,TZA,Tanzania,tanzania,common_name,2,True,
ALIAS_01137,M49_834,TZA,TZA,tza,iso_alpha3,1,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_01138,M49_834,TZA,TZ,tz,iso_alpha2,2,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_01139,M49_834,TZA,834,834,m49_code,2,False,Numeric code; use only in structured fields.
ALIAS_01140,M49_834,TZA,Tanzania,tanzania,curated_alias,1,True,
ALIAS_01141,M49_800,UGA,Uganda,uganda,canonical_name,1,True,
ALIAS_01142,M49_800,UGA,Republic of Uganda,republic of uganda,official_name,2,True,
ALIAS_01143,M49_800,UGA,UGA,uga,iso_alpha3,1,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_01144,M49_800,UGA,UG,ug,iso_alpha2,2,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_01145,M49_800,UGA,800,800,m49_code,2,False,Numeric code; use only in structured fields.
ALIAS_01146,M49_804,UKR,Ukraine,ukraine,canonical_name,1,True,
ALIAS_01147,M49_804,UKR,UKR,ukr,iso_alpha3,1,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_01148,M49_804,UKR,UA,ua,iso_alpha2,2,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_01149,M49_804,UKR,804,804,m49_code,2,False,Numeric code; use only in structured fields.
ALIAS_01150,M49_581,UMI,United States Minor Outlying Islands,united states minor outlying islands,canonical_name,1,True,
ALIAS_01151,M49_581,UMI,UMI,umi,iso_alpha3,1,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_01152,M49_581,UMI,UM,um,iso_alpha2,2,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_01153,M49_581,UMI,581,581,m49_code,2,False,Numeric code; use only in structured fields.
ALIAS_01154,M49_858,URY,Uruguay,uruguay,canonical_name,1,True,
ALIAS_01155,M49_858,URY,Eastern Republic of Uruguay,eastern republic of uruguay,official_name,2,True,
ALIAS_01156,M49_858,URY,URY,ury,iso_alpha3,1,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_01157,M49_858,URY,UY,uy,iso_alpha2,2,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_01158,M49_858,URY,858,858,m49_code,2,False,Numeric code; use only in structured fields.
ALIAS_01159,M49_840,USA,United States of America,united states of america,canonical_name,1,True,
ALIAS_01160,M49_840,USA,United States,united states,iso_name,2,True,
ALIAS_01161,M49_840,USA,United States of America,united states of america,official_name,2,True,
ALIAS_01162,M49_840,USA,USA,usa,iso_alpha3,1,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_01163,M49_840,USA,US,us,iso_alpha2,2,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_01164,M49_840,USA,840,840,m49_code,2,False,Numeric code; use only in structured fields.
ALIAS_01165,M49_840,USA,United States,united states,curated_alias,1,True,
ALIAS_01166,M49_840,USA,U.S.,u s,curated_alias,1,False,Potentially ambiguous or overly broad; require context-aware matching.
ALIAS_01167,M49_840,USA,US,us,curated_alias,1,False,Potentially ambiguous or overly broad; require context-aware matching.
ALIAS_01168,M49_840,USA,USA,usa,curated_alias,1,False,Potentially ambiguous or overly broad; require context-aware matching.
ALIAS_01169,M49_840,USA,America,america,curated_alias,1,False,Potentially ambiguous or overly broad; require context-aware matching.
ALIAS_01170,M49_860,UZB,Uzbekistan,uzbekistan,canonical_name,1,True,
ALIAS_01171,M49_860,UZB,Republic of Uzbekistan,republic of uzbekistan,official_name,2,True,
ALIAS_01172,M49_860,UZB,UZB,uzb,iso_alpha3,1,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_01173,M49_860,UZB,UZ,uz,iso_alpha2,2,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_01174,M49_860,UZB,860,860,m49_code,2,False,Numeric code; use only in structured fields.
ALIAS_01175,M49_336,VAT,Holy See,holy see,canonical_name,1,True,
ALIAS_01176,M49_336,VAT,Holy See (Vatican City State),holy see vatican city state,iso_name,2,True,
ALIAS_01177,M49_336,VAT,VAT,vat,iso_alpha3,1,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_01178,M49_336,VAT,VA,va,iso_alpha2,2,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_01179,M49_336,VAT,336,336,m49_code,2,False,Numeric code; use only in structured fields.
ALIAS_01180,M49_336,VAT,Vatican City,vatican city,curated_alias,1,True,
ALIAS_01181,M49_336,VAT,Vatican,vatican,curated_alias,1,True,
ALIAS_01182,M49_670,VCT,Saint Vincent and the Grenadines,saint vincent and the grenadines,canonical_name,1,True,
ALIAS_01183,M49_670,VCT,VCT,vct,iso_alpha3,1,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_01184,M49_670,VCT,VC,vc,iso_alpha2,2,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_01185,M49_670,VCT,670,670,m49_code,2,False,Numeric code; use only in structured fields.
ALIAS_01186,M49_862,VEN,Venezuela (Bolivarian Republic of),venezuela bolivarian republic of,canonical_name,1,True,
ALIAS_01187,M49_862,VEN,"Venezuela, Bolivarian Republic of",venezuela bolivarian republic of,iso_name,2,True,
ALIAS_01188,M49_862,VEN,Bolivarian Republic of Venezuela,bolivarian republic of venezuela,official_name,2,True,
ALIAS_01189,M49_862,VEN,Venezuela,venezuela,common_name,2,True,
ALIAS_01190,M49_862,VEN,VEN,ven,iso_alpha3,1,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_01191,M49_862,VEN,VE,ve,iso_alpha2,2,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_01192,M49_862,VEN,862,862,m49_code,2,False,Numeric code; use only in structured fields.
ALIAS_01193,M49_862,VEN,Venezuela,venezuela,curated_alias,1,True,
ALIAS_01194,M49_092,VGB,"Virgin Islands, British",virgin islands british,canonical_name,1,True,
ALIAS_01195,M49_092,VGB,British Virgin Islands,british virgin islands,official_name,2,True,
ALIAS_01196,M49_092,VGB,VGB,vgb,iso_alpha3,1,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_01197,M49_092,VGB,VG,vg,iso_alpha2,2,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_01198,M49_092,VGB,092,092,m49_code,2,False,Numeric code; use only in structured fields.
ALIAS_01199,M49_850,VIR,"Virgin Islands, U.S.",virgin islands u s,canonical_name,1,True,
ALIAS_01200,M49_850,VIR,Virgin Islands of the United States,virgin islands of the united states,official_name,2,True,
ALIAS_01201,M49_850,VIR,VIR,vir,iso_alpha3,1,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_01202,M49_850,VIR,VI,vi,iso_alpha2,2,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_01203,M49_850,VIR,850,850,m49_code,2,False,Numeric code; use only in structured fields.
ALIAS_01204,M49_704,VNM,Viet Nam,viet nam,canonical_name,1,True,
ALIAS_01205,M49_704,VNM,Socialist Republic of Viet Nam,socialist republic of viet nam,official_name,2,True,
ALIAS_01206,M49_704,VNM,Vietnam,vietnam,common_name,2,True,
ALIAS_01207,M49_704,VNM,VNM,vnm,iso_alpha3,1,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_01208,M49_704,VNM,VN,vn,iso_alpha2,2,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_01209,M49_704,VNM,704,704,m49_code,2,False,Numeric code; use only in structured fields.
ALIAS_01210,M49_704,VNM,Vietnam,vietnam,curated_alias,1,True,
ALIAS_01211,M49_548,VUT,Vanuatu,vanuatu,canonical_name,1,True,
ALIAS_01212,M49_548,VUT,Republic of Vanuatu,republic of vanuatu,official_name,2,True,
ALIAS_01213,M49_548,VUT,VUT,vut,iso_alpha3,1,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_01214,M49_548,VUT,VU,vu,iso_alpha2,2,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_01215,M49_548,VUT,548,548,m49_code,2,False,Numeric code; use only in structured fields.
ALIAS_01216,M49_876,WLF,Wallis and Futuna,wallis and futuna,canonical_name,1,True,
ALIAS_01217,M49_876,WLF,WLF,wlf,iso_alpha3,1,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_01218,M49_876,WLF,WF,wf,iso_alpha2,2,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_01219,M49_876,WLF,876,876,m49_code,2,False,Numeric code; use only in structured fields.
ALIAS_01220,M49_882,WSM,Samoa,samoa,canonical_name,1,True,
ALIAS_01221,M49_882,WSM,Independent State of Samoa,independent state of samoa,official_name,2,True,
ALIAS_01222,M49_882,WSM,WSM,wsm,iso_alpha3,1,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_01223,M49_882,WSM,WS,ws,iso_alpha2,2,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_01224,M49_882,WSM,882,882,m49_code,2,False,Numeric code; use only in structured fields.
ALIAS_01225,M49_887,YEM,Yemen,yemen,canonical_name,1,True,
ALIAS_01226,M49_887,YEM,Republic of Yemen,republic of yemen,official_name,2,True,
ALIAS_01227,M49_887,YEM,YEM,yem,iso_alpha3,1,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_01228,M49_887,YEM,YE,ye,iso_alpha2,2,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_01229,M49_887,YEM,887,887,m49_code,2,False,Numeric code; use only in structured fields.
ALIAS_01230,M49_710,ZAF,South Africa,south africa,canonical_name,1,True,
ALIAS_01231,M49_710,ZAF,Republic of South Africa,republic of south africa,official_name,2,True,
ALIAS_01232,M49_710,ZAF,ZAF,zaf,iso_alpha3,1,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_01233,M49_710,ZAF,ZA,za,iso_alpha2,2,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_01234,M49_710,ZAF,710,710,m49_code,2,False,Numeric code; use only in structured fields.
ALIAS_01235,M49_894,ZMB,Zambia,zambia,canonical_name,1,True,
ALIAS_01236,M49_894,ZMB,Republic of Zambia,republic of zambia,official_name,2,True,
ALIAS_01237,M49_894,ZMB,ZMB,zmb,iso_alpha3,1,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_01238,M49_894,ZMB,ZM,zm,iso_alpha2,2,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_01239,M49_894,ZMB,894,894,m49_code,2,False,Numeric code; use only in structured fields.
ALIAS_01240,M49_716,ZWE,Zimbabwe,zimbabwe,canonical_name,1,True,
ALIAS_01241,M49_716,ZWE,Republic of Zimbabwe,republic of zimbabwe,official_name,2,True,
ALIAS_01242,M49_716,ZWE,ZWE,zwe,iso_alpha3,1,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_01243,M49_716,ZWE,ZW,zw,iso_alpha2,2,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_01244,M49_716,ZWE,716,716,m49_code,2,False,Numeric code; use only in structured fields.
